Season,SquadClub,FirstName,LastName,Nationality,DateOfBirth,PositionDef,ShirtNo
IPL2016,Esteghlal TEH,Hrayr,Mkoyan,Armenia,0001-01-01,Defender,15
IPL2016,Esteghlal TEH,Jaber,Ansari,Iran,0001-01-01,Midfield,11
IPL2016,Esteghlal TEH,Januario de Paula,Robson,Brazil,0001-01-01,Defender,32
IPL2016,Esteghlal TEH,Kaveh,Rezaei,Iran,0001-01-01,Forward,9
IPL2016,Esteghlal TEH,Khosrow,Haydari,Iran,0001-01-01,Midfield,2
IPL2016,Esteghlal TEH,Leandro,Padovani,Brazil,0001-01-01,Defender,
IPL2016,Esteghlal TEH,Mahdi,Rajabifar,Iran,0001-01-01,Midfield,
IPL2016,Esteghlal TEH,Meaad,Yazdani,Iran,0001-01-01,Midfield,
IPL2016,Esteghlal TEH,Milad,Zakipour,Iran,0001-01-01,Defender,
IPL2016,Esteghlal TEH,Mohsen,Karimi,Iran,0001-01-01,Forward,28
IPL2016,Esteghlal TEH,Mojtaba,Haghdoost,Iran,0001-01-01,Forward,
IPL2016,Esteghlal TEH,Omid,Noorafkan,Iran,0001-01-01,Midfield,24
IPL2016,Esteghlal TEH,Omid,Ebrahimi,Iran,0001-01-01,Midfield,6
IPL2016,Esteghlal TEH,Roosbeh,Cheshmi,Iran,0001-01-01,Defender,
IPL2016,Esteghlal TEH,Seyed Mahdi,Rahmati,Iran,0001-01-01,Goalkeeper,1
IPL2016,Esteghlal TEH,Seyed Majid,Hossaini,Iran,0001-01-01,Defender,23
IPL2016,Esteghlal TEH,Voorya,Ghafoori,Iran,0001-01-01,Defender,21
IPL2016,Esteghlal TEH,Yaghoub,Karimi,Iran,0001-01-01,Midfield,8
IPL2016,FC Mashhad MSH,Abbas,Kazemian,Iran,0001-01-01,Defender,17
IPL2016,FC Mashhad MSH,Abbas,Merdasi,Iran,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Abbas,Asgari,Iran,0001-01-01,Forward,11
IPL2016,FC Mashhad MSH,Abdolreza,Zarei,Iran,0001-01-01,Midfield,28
IPL2016,FC Mashhad MSH,Alireza,Jalili,Iran,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Amir Hossain,Moosa Zadeh,Iran,0001-01-01,Midfield,77
IPL2016,FC Mashhad MSH,Amir Hossain,Hashmlou,Iran,0001-01-01,Midfield,16
IPL2016,FC Mashhad MSH,Andrey,Nazario Afonso,Brazil,0001-01-01,Goalkeeper,1
IPL2016,FC Mashhad MSH,Asghar,Jafari,Iran,0001-01-01,Defender,19
IPL2016,FC Mashhad MSH,Farshad,Hashemi,Iran,0001-01-01,Midfield,88
IPL2016,FC Mashhad MSH,Goran,Jerkovic,France,0001-01-01,Forward,
IPL2016,FC Mashhad MSH,Hossain,Badamaki,Iran,0001-01-01,Midfield,8
IPL2016,FC Mashhad MSH,Masoud,Hemami,Iran,0001-01-01,Goalkeeper,
IPL2016,FC Mashhad MSH,Maysam,Hossaini,Iran,0001-01-01,Defender,6
IPL2016,FC Mashhad MSH,Mehran,Asgari,Iran,0001-01-01,Defender,66
IPL2016,FC Mashhad MSH,Milad,Maydavoodi,Iran,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Milad,Shokrzadeh,Iran,0001-01-01,Goalkeeper,22
IPL2016,FC Mashhad MSH,Mohamad,Nasseri,Iran,0001-01-01,Goalkeeper,21
IPL2016,FC Mashhad MSH,Mohamad Ali,Amiri Moghadam,Iran,0001-01-01,Forward,99
IPL2016,FC Mashhad MSH,Mohamad Reza,Khanzadeh,Iran,0001-01-01,Defender,4
IPL2016,FC Mashhad MSH,Mohsen,Aghaei,Iran,0001-01-01,Defender,5
IPL2016,FC Mashhad MSH,Mohsen,Azarpaad,Iran,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Moosa,Traore,Mali,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Morteza,Ranjbar,Iran,0001-01-01,Forward,11
IPL2016,FC Mashhad MSH,Morteza,Ghadimipour,Iran,0001-01-01,Goalkeeper,12
IPL2016,FC Mashhad MSH,Mostafa,Ahmadi,Iran,0001-01-01,Defender,9
IPL2016,FC Mashhad MSH,Payam,Malekian,Iran,0001-01-01,Defender,2
IPL2016,FC Mashhad MSH,Reza,Darvishi,Iran,0001-01-01,Forward,7
IPL2016,FC Mashhad MSH,Reza,Sharbati,Iran,0001-01-01,Midfield,3
IPL2016,FC Mashhad MSH,Rouhollah,Sayfollahi,Iran,0001-01-01,Forward,27
IPL2016,FC Mashhad MSH,Saeed,Moradi,Iran,0001-01-01,Midfield,23
IPL2016,FC Mashhad MSH,Saeed,Daghighi,Iran,0001-01-01,Forward,
IPL2016,FC Mashhad MSH,Salar,Afrasiabi,Iran,0001-01-01,Midfield,
IPL2016,FC Mashhad MSH,Vahid,Asgari,Iran,0001-01-01,Defender,31
IPL2016,Foolad KHU,Abdollah,Karami,Iran,0001-01-01,Defender,6
IPL2016,Foolad KHU,Abdollah,Nasseri,Iran,0001-01-01,Defender,77
IPL2016,Foolad KHU,Ahmad,Abdollahzadeh,Iran,0001-01-01,Midfield,20
IPL2016,Foolad KHU,Ayoub,Vaali,Iran,0001-01-01,Midfield,
IPL2016,Foolad KHU,Bahram,Rashidi Farrokhi,Iran,0001-01-01,Forward,21
IPL2016,Foolad KHU,Bakhtiar,Rahmani,Iran,0001-01-01,Midfield,7
IPL2016,Foolad KHU,Ehsan,Moradian,Iran,0001-01-01,Goalkeeper,22
IPL2016,Foolad KHU,Ernest Webnje,Nfor,Cameroon,0001-01-01,Forward,
IPL2016,Foolad KHU,Esmaeel,Sharifat,Iran,0001-01-01,Midfield,10
IPL2016,Foolad KHU,Hadi,Habibi Nejad,Iran,0001-01-01,Midfield,
IPL2016,Foolad KHU,Hamid,Bouhamdan,Iran,0001-01-01,Midfield,8
IPL2016,Foolad KHU,Mahmoud,Motlagh Zadeh,Iran,0001-01-01,Midfield,88
IPL2016,Foolad KHU,Mathias,Chago,Cameroon,0001-01-01,Defender,15
IPL2016,Foolad KHU,Maysam,Doraghi,Iran,0001-01-01,Midfield,
IPL2016,Foolad KHU,Mehrdad,Jamaati,Iran,0001-01-01,Defender,24
IPL2016,Foolad KHU,Mehrdad,Tahmasbi,Iran,0001-01-01,Goalkeeper,1
IPL2016,Foolad KHU,Mehrdad,Heratian,Iran,0001-01-01,Midfield,27
IPL2016,Foolad KHU,Milad,Badragheh,Iran,0001-01-01,Midfield,70
IPL2016,Foolad KHU,Milad,Paak Parvar,Iran,0001-01-01,Midfield,17
IPL2016,Foolad KHU,Mohamad,Ahle Shakheh,Iran,0001-01-01,Defender,5
IPL2016,Foolad KHU,Mojtaba,Najjarian,Iran,0001-01-01,Midfield,2
IPL2016,Foolad KHU,Saber,Hardani,Iran,0001-01-01,Midfield,30
IPL2016,Foolad KHU,Sasan,Ansari,Iran,0001-01-01,Forward,
IPL2016,Foolad KHU,Sina,Maridi,Iran,0001-01-01,Midfield,18
IPL2016,Foolad KHU,Soroush,Saeedi,Iran,0001-01-01,Defender,
IPL2016,Foolad KHU,Vahid,Taleblou,Iran,0001-01-01,Goalkeeper,99
IPL2016,Foolad KHU,Yousef,Vakia,Iran,0001-01-01,Defender,40
IPL2016,Gostaresh TBZ,Ali,Cheraghali,Iran,0001-01-01,Midfield,27
IPL2016,Gostaresh TBZ,Alireza,Naghizadeh,Iran,0001-01-01,Midfield,16
IPL2016,Gostaresh TBZ,Alireza,Arjomandian,Iran,0001-01-01,Midfield,28
IPL2016,Gostaresh TBZ,Babak,Hatami,Iran,0001-01-01,Defender,40
IPL2016,Gostaresh TBZ,Dariush,Shojaeian,Iran,0001-01-01,Forward,10
IPL2016,Gostaresh TBZ,Fernando Jesus,Riberio,Brazil,0001-01-01,Goalkeeper,1
IPL2016,Gostaresh TBZ,Kouroush,Maleki,Iran,0001-01-01,Goalkeeper,12
IPL2016,Gostaresh TBZ,Luciano Pereira,Mendes,Brazil,0001-01-01,Forward,29
IPL2016,Gostaresh TBZ,Magno,Batista Da Silva,Brazil,0001-01-01,Midfield,5
IPL2016,Gostaresh TBZ,Masoud,Ebrahimzadeh,Iran,0001-01-01,Forward,61
IPL2016,Gostaresh TBZ,Masoud,Hahgjoo,Iran,0001-01-01,Defender,
IPL2016,Gostaresh TBZ,Mehran,Farziyat,Iran,0001-01-01,Defender,6
IPL2016,Gostaresh TBZ,Mohamad,Nosrati,Iran,0001-01-01,Defender,
IPL2016,Gostaresh TBZ,Mohamad,Moghanlou,Iran,0001-01-01,Midfield,35
IPL2016,Gostaresh TBZ,Mohamad,Ousani,Iran,0001-01-01,Forward,
IPL2016,Gostaresh TBZ,Mohamad Amin,Khatibi,Iran,0001-01-01,Midfield,17
IPL2016,Gostaresh TBZ,Mohamad Amin,Darvishi,Iran,0001-01-01,Forward,11
IPL2016,Gostaresh TBZ,Mohamad Reza,Khorsandnia,Iran,0001-01-01,Midfield,
IPL2016,Gostaresh TBZ,Mohsen,Hamidi,Iran,0001-01-01,Defender,2
IPL2016,Gostaresh TBZ,Morteza,Asadi,Iran,0001-01-01,Defender,8
IPL2016,Gostaresh TBZ,Mostafa,Ekrami,Iran,0001-01-01,Defender,77
IPL2016,Gostaresh TBZ,Nima,Mokhtari,Iran,0001-01-01,Forward,35
IPL2016,Gostaresh TBZ,Payman,Babaei,Iran,0001-01-01,Midfield,
IPL2016,Gostaresh TBZ,Reza,Karimi,Iran,0001-01-01,Midfield,
IPL2016,Gostaresh TBZ,Reza,Khaleghifar,Iran,0001-01-01,Midfield,70
IPL2016,Gostaresh TBZ,Seyed Mohsen,Hossaini,Iran,0001-01-01,Defender,14
IPL2016,Gostaresh TBZ,Shahin,Mahmoudi,Iran,0001-01-01,Goalkeeper,33
IPL2016,Gostaresh TBZ,Yousef,Seyedi,Iran,0001-01-01,Forward,7
IPL2016,Malavan ANZ,Ahmad,Kamdar,Iran,0001-01-01,Midfield,10
IPL2016,Malavan ANZ,Ali,Meekaeeli,Iran,0001-01-01,Midfield,21
IPL2016,Malavan ANZ,Ali,Dindaar,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Ali,Jeddi,Iran,0001-01-01,Forward,26
IPL2016,Malavan ANZ,Amin,Ghaseminejad,Iran,0001-01-01,Forward,9
IPL2016,Malavan ANZ,Amin,Haj Mohamadi,Iran,0001-01-01,Defender,
IPL2016,Malavan ANZ,Atabak,Zarei,Iran,0001-01-01,Midfield,18
IPL2016,Malavan ANZ,Aziz,Ibrahimov,Uzbekistan,0001-01-01,Forward,
IPL2016,Malavan ANZ,Bahman,Kamel,Iran,0001-01-01,Defender,6
IPL2016,Malavan ANZ,Bahram,Ahmadi,Iran,0001-01-01,Midfield,23
IPL2016,Malavan ANZ,Fardin,Abedini,Iran,0001-01-01,Defender,
IPL2016,Malavan ANZ,Habib,Gordani,Iran,0001-01-01,Defender,3
IPL2016,Malavan ANZ,Hamed,Pakdel,Iran,0001-01-01,Midfield,17
IPL2016,Malavan ANZ,Hamid Reza,Ali Asgari,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Henrique,Edson Da Silva,Brazil,0001-01-01,Defender,5
IPL2016,Malavan ANZ,Hossain,Ebrahimi,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Khakhi,Kakashvili,Georgia,0001-01-01,Midfield,8
IPL2016,Malavan ANZ,Mahdi,Ghorayshi,Iran,0001-01-01,Defender,55
IPL2016,Malavan ANZ,Manuel Fernandez,Muniz,Spain,0001-01-01,Goalkeeper,30
IPL2016,Malavan ANZ,Mehdi,Eslami,Iran,0001-01-01,Goalkeeper,1
IPL2016,Malavan ANZ,Mehran,Ghorban Pour,Iran,0001-01-01,Midfield,25
IPL2016,Malavan ANZ,Mohamad,Rahmati,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Payam,Sadeghian,Iran,0001-01-01,Midfield,11
IPL2016,Malavan ANZ,Paymon,Keshavarz,Iran,0001-01-01,Midfield,15
IPL2016,Malavan ANZ,Reza,Mahfouzi,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Saeed,Mohri,Iran,0001-01-01,Defender,13
IPL2016,Malavan ANZ,Saeed,Mehdipour,Iran,0001-01-01,Defender,2
IPL2016,Malavan ANZ,Saeed,Ghaedifar,Iran,0001-01-01,Midfield,
IPL2016,Malavan ANZ,Sajjad,Rahbar,Iran,0001-01-01,Midfield,16
IPL2016,Malavan ANZ,Sajjad,Gerayli,Iran,0001-01-01,Goalkeeper,22
IPL2016,Malavan ANZ,Seyed Jalal,Rafkhahi,Iran,0001-01-01,Forward,19
IPL2016,Malavan ANZ,Shahab,Zahedi,Iran,0001-01-01,Forward,
IPL2016,Malavan ANZ,Sohrab,Adib,Brazil,0001-01-01,Midfield,24
IPL2016,Naft TEH,Abbas,Bouazar,Iran,0001-01-01,Midfield,70
IPL2016,Naft TEH,Ahmad,Gohari,Iran,0001-01-01,Goalkeeper,
IPL2016,Naft TEH,Ahmad,Alenema,Iran,0001-01-01,Defender,2
IPL2016,Naft TEH,Akbar,Sadeghi,Iran,0001-01-01,Midfield,10
IPL2016,Naft TEH,Alireza,Sabouri Azad,Iran,0001-01-01,Midfield,
IPL2016,Naft TEH,Alireza,Ezzat Keramat,Iran,0001-01-01,Midfield,6
IPL2016,Naft TEH,Amir Arsalan,Mottahari,Iran,0001-01-01,Midfield,77
IPL2016,Naft TEH,Andranik,Taymorian,Iran,0001-01-01,Midfield,7
IPL2016,Naft TEH,Arash,Rezavand,Iran,0001-01-01,Midfield,8
IPL2016,Naft TEH,Arash,Shahamati Nejad,Iran,0001-01-01,Midfield,5
IPL2016,Naft TEH,Eissa,Ale Kaseer,Iran,0001-01-01,Forward,9
IPL2016,Naft TEH,Farid,Mohamadi Zadeh,Iran,0001-01-01,Defender,24
IPL2016,Naft TEH,Hossain,Jafari,Iran,0001-01-01,Defender,20
IPL2016,Naft TEH,Igor,Prahic,Croatia,0001-01-01,Defender,19
IPL2016,Naft TEH,Iman,Mobali,Iran,0001-01-01,Midfield,23
IPL2016,Naft TEH,Maysam,Joodaki,Iran,0001-01-01,Defender,
IPL2016,Naft TEH,Milad,Farahani,Iran,0001-01-01,Goalkeeper,12
IPL2016,Naft TEH,Milad,Fakhredini,Iran,0001-01-01,Defender,24
IPL2016,Naft TEH,Milad,Soori,Iran,0001-01-01,Midfield,18
IPL2016,Naft TEH,Mohamad,Ghazi,Iran,0001-01-01,Forward,11
IPL2016,Naft TEH,Mohamd,Daneshgar,Iran,0001-01-01,Defender,4
IPL2016,Naft TEH,Nader,Safar Zaei,Iran,0001-01-01,Goalkeeper,40
IPL2016,Naft TEH,Reza,Asadi,Iran,0001-01-01,Midfield,
IPL2016,Naft TEH,Reza,Aliyari,Iran,0001-01-01,Defender,3
IPL2016,Naft TEH,Sajjad,Shahbaz Zadeh,Iran,0001-01-01,Forward,
IPL2016,Naft TEH,Shahab,Adeli,Iran,0001-01-01,Goalkeeper,
IPL2016,Naft TEH,Toeheed,Gholami,Iran,0001-01-01,Midfield,16
IPL2016,Naft TEH,Vahid,Hamdinejad,Iran,0001-01-01,Defender,13
IPL2016,Naft TEH,Vahid,Najfi,Iran,0001-01-01,Midfield,
IPL2016,Naft TEH,Vahid,Khodabandelou,Iran,0001-01-01,Midfield,17
IPL2016,Padideh MSH,Abolhassan,Jafari,Iran,0001-01-01,Defender,17
IPL2016,Padideh MSH,Akbar,Imani,Iran,0001-01-01,Midfield,
IPL2016,Padideh MSH,Ali,Ahmadi,Iran,0001-01-01,Midfield,
IPL2016,Padideh MSH,David,Wirikom,Cameroon,0001-01-01,Forward,
IPL2016,Padideh MSH,Drissa,Diarrassouba,Ivory Coast,0001-01-01,Forward,
IPL2016,Padideh MSH,Fariborz,Gerami,Iran,0001-01-01,Defender,3
IPL2016,Padideh MSH,Hamzeh,Khaziravi,Iran,0001-01-01,Midfield,
IPL2016,Padideh MSH,Hossain,Zamehran,Iran,0001-01-01,Forward,27
IPL2016,Padideh MSH,Hossein,Mehraban,Iran,0001-01-01,Forward,75
IPL2016,Padideh MSH,Karim,Ahmadi,Iran,0001-01-01,Midfield,6
IPL2016,Padideh MSH,Mehrdad,Kafshgari,Iran,0001-01-01,Midfield,8
IPL2016,Padideh MSH,Milad,Kamandani,Iran,0001-01-01,Midfield,21
IPL2016,Padideh MSH,Moein,Abbasian,Iran,0001-01-01,Defender,23
IPL2016,Padideh MSH,Mohamad Ali,Faramarzi,Iran,0001-01-01,Midfield,
IPL2016,Padideh MSH,Mohamad Ali,Mardani,Iran,0001-01-01,Forward,11
IPL2016,Padideh MSH,Mohamad Hossain,Moradmand,Iran,0001-01-01,Defender,4
IPL2016,Padideh MSH,Mohamad Reza,Nasehi,Iran,0001-01-01,Midfield,7
IPL2016,Padideh MSH,Mohsen,Yousefi,Iran,0001-01-01,Midfield,13
IPL2016,Padideh MSH,Mojtaba,Roshangar,Iran,0001-01-01,Goalkeeper,1
IPL2016,Padideh MSH,Morteza,Mansouri,Iran,0001-01-01,Midfield,37
IPL2016,Padideh MSH,Reza,Haghighi,Iran,0001-01-01,Midfield,
IPL2016,Padideh MSH,Saeed,Jalali Raad,Iran,0001-01-01,Goalkeeper,
IPL2016,Padideh MSH,Seyed Abdollah,Hossaini,Iran,0001-01-01,Defender,5
IPL2016,Padideh MSH,Shahabeddin,Gordan,Iran,0001-01-01,Goalkeeper,35
IPL2016,Padideh MSH,Shahin,Mohamadi,Iran,0001-01-01,Midfield,15
IPL2016,Padideh MSH,Sina,Zamehran,Iran,0001-01-01,Forward,28
IPL2016,Padideh MSH,Varazdat,Haroyan,Armenia,0001-01-01,Defender,2
IPL2016,Padideh MSH,Younes,Shakeri,Iran,0001-01-01,Forward,10
IPL2016,Paykan TEH,Abolfazl,Ebrahimi,Iran,0001-01-01,Midfield,23
IPL2016,Paykan TEH,Ali,Hamoodi,Iran,0001-01-01,Defender,40
IPL2016,Paykan TEH,Amir,Roostaei,Iran,0001-01-01,Midfield,
IPL2016,Paykan TEH,Amir Hossain,Karimi,Iran,0001-01-01,Midfield,
IPL2016,Paykan TEH,Amir Hossain,Sadeghi,Iran,0001-01-01,Defender,4
IPL2016,Paykan TEH,Amir Hossain,Amiri,Iran,0001-01-01,Midfield,6
IPL2016,Paykan TEH,Arash,Borhani,Iran,0001-01-01,Forward,9
IPL2016,Paykan TEH,Arman,Ghasemi,Iran,0001-01-01,Defender,16
IPL2016,Paykan TEH,Arman,Ghorbannejad,Iran,0001-01-01,Forward,14
IPL2016,Paykan TEH,Faraz,Emamali,Iran,0001-01-01,Midfield,11
IPL2016,Paykan TEH,Faysal,Shayesteh,Afghanistan,0001-01-01,Midfield,
IPL2016,Paykan TEH,Godwin,Mensha,Nigeria,0001-01-01,Forward,
IPL2016,Paykan TEH,Hojat,Sedghi,Iran,0001-01-01,Goalkeeper,31
IPL2016,Paykan TEH,Javad,Zayghami,Iran,0001-01-01,Midfield,19
IPL2016,Paykan TEH,Jeremy Felipe,Barnard Manzorro,France,0001-01-01,Midfield,
IPL2016,Paykan TEH,Levon,Hayrapetyan,Armenia,0001-01-01,Defender,20
IPL2016,Paykan TEH,Mahan,Rahmani,Iran,0001-01-01,Midfield,14
IPL2016,Paykan TEH,Mehdi,Shiri,Iran,0001-01-01,Midfield,2
IPL2016,Paykan TEH,Mehran,Mousavi,Iran,0001-01-01,Defender,
IPL2016,Paykan TEH,Melo Dos Santos,Halisson Bruno,Brazil,0001-01-01,Defender,
IPL2016,Paykan TEH,Mohamad Sadegh,Barani,Iran,0001-01-01,Midfield,7
IPL2016,Paykan TEH,Morteza,Aghakhan,Iran,0001-01-01,Forward,99
IPL2016,Paykan TEH,Payam,Niazmand,Iran,0001-01-01,Goalkeeper,12
IPL2016,Paykan TEH,Payman,Ranjbari,Iran,0001-01-01,Midfield,
IPL2016,Paykan TEH,Rahman,Mahani,Iran,0001-01-01,Midfield,13
IPL2016,Paykan TEH,Rahman,Ahmadi,Iran,0001-01-01,Goalkeeper,1
IPL2016,Paykan TEH,Sadegh,Neekfar,Iran,0001-01-01,Midfield,
IPL2016,Paykan TEH,Sajjad,Ashouri,Iran,0001-01-01,Midfield,77
IPL2016,Paykan TEH,Shahriyar,Moghanlou,Iran,0001-01-01,Defender,17
IPL2016,Paykan TEH,Siamak,Nemati,Iran,0001-01-01,Midfield,8
IPL2016,Paykan TEH,Siavash,Yazdani,Iran,0001-01-01,Defender,5
IPL2016,Perspolis TEH,Abolfazl,Darvishvand,Iran,0001-01-01,Goalkeeper,12
IPL2016,Perspolis TEH,Ali,Alipour,Iran,0001-01-01,Forward,70
IPL2016,Perspolis TEH,Alireza,Bayranvand,Iran,0001-01-01,Goalkeeper,1
IPL2016,Perspolis TEH,Antony,Golec,Australia,0001-01-01,Defender,6
IPL2016,Perspolis TEH,Bozidar,Radosevic,Croatia,0001-01-01,Goalkeeper,44
IPL2016,Perspolis TEH,Ehsan,Alvanzadeh,Iran,0001-01-01,Midfield,25
IPL2016,Perspolis TEH,Farshad,Ahmadzadeh,Iran,0001-01-01,Forward,10
IPL2016,Perspolis TEH,Hamed,Aghaei,Iran,0001-01-01,Defender,5
IPL2016,Perspolis TEH,Hamid Reza,Taherkhani,Iran,0001-01-01,Forward,16
IPL2016,Perspolis TEH,Hossain,Mahini,Iran,0001-01-01,Defender,13
IPL2016,Perspolis TEH,Kamal,Kamyabinia,Iran,0001-01-01,Midfield,11
IPL2016,Perspolis TEH,Mahdi,Taremi,Iran,0001-01-01,Forward,9
IPL2016,Perspolis TEH,Mohamad,Ansari,Iran,0001-01-01,Midfield,15
IPL2016,Perspolis TEH,Mohamad Amin,Aramtabe,Iran,0001-01-01,Defender,23
IPL2016,Perspolis TEH,Mohsen,Mosalman,Iran,0001-01-01,Midfield,77
IPL2016,Perspolis TEH,Mohsen,Rabikhah,Iran,0001-01-01,Midfield,18
IPL2016,Perspolis TEH,Oleksiy,Polyanskyi,Ukraine,0001-01-01,Defender,22
IPL2016,Perspolis TEH,Ramin,Rezaeain,Iran,0001-01-01,Defender,27
IPL2016,Perspolis TEH,Reza,Karmlachab,Iran,0001-01-01,Forward,
IPL2016,Perspolis TEH,Sadegh,Moharrami,Iran,0001-01-01,Defender,27
IPL2016,Perspolis TEH,Saman,Nariman Jahan,Iran,0001-01-01,Forward,88
IPL2016,Perspolis TEH,Seyed Jalal,Hossaini,Iran,0001-01-01,Defender,4
IPL2016,Perspolis TEH,Shahab,Karami,Iran,0001-01-01,Midfield,88
IPL2016,Perspolis TEH,Soroush,Rafiei,Iran,0001-01-01,Midfield,7
IPL2016,Perspolis TEH,Vahid,Amiri,Iran,0001-01-01,Midfield,19
IPL2016,Perspolis TEH,Volodymyr,Pryyomov,Ukraine,0001-01-01,Forward,80
IPL2016,Saba QOM,Abdolkarim,Eslami,Iran,0001-01-01,Forward,8
IPL2016,Saba QOM,Ahmad,Hassan Zadeh,Iran,0001-01-01,Midfield,70
IPL2016,Saba QOM,Alireza,Ramezani,Iran,0001-01-01,Midfield,
IPL2016,Saba QOM,Davood,Bahadori,Iran,0001-01-01,Defender,2
IPL2016,Saba QOM,Erfan,Badi,Iran,0001-01-01,Midfield,21
IPL2016,Saba QOM,Ghasem,Dehnavi,Iran,0001-01-01,Midfield,5
IPL2016,Saba QOM,Gholamreza,Enayati,Iran,0001-01-01,Forward,10
IPL2016,Saba QOM,Hamid Reza,Deevsalar,Iran,0001-01-01,Defender,23
IPL2016,Saba QOM,Haneef,Omranzadeh,Iran,0001-01-01,Defender,
IPL2016,Saba QOM,Kayvon,Amraei,Iran,0001-01-01,Forward,7
IPL2016,Saba QOM,Mahdi,Mohamad Zadeh,Iran,0001-01-01,Midfield,
IPL2016,Saba QOM,Majid,Aliyari,Iran,0001-01-01,Midfield,
