Season,SquadClub,FirstName,LastName,Nationality,DateOfBirth,PositionDef,ShirtNo
IPL2015,Foolad KHU,Leonard,Mesaric,Croatia,0001-01-01,Defender,3
IPL2015,Foolad KHU,Mahdi,Baderloo,Iran,0001-01-01,Midfield,5
IPL2015,Foolad KHU,Mahmoud,Motlagh Zadeh,Iran,0001-01-01,Midfield,30
IPL2015,Foolad KHU,Mathias,Chago,Cameroon,0001-01-01,Defender,15
IPL2015,Foolad KHU,Mehrdad,Jamaati,Iran,0001-01-01,Defender,24
IPL2015,Foolad KHU,Mehrdad,Bayrami,Iran,0001-01-01,Forward,
IPL2015,Foolad KHU,Mehrdad,Beshagerdi,Iran,0001-01-01,Goalkeeper,33
IPL2015,Foolad KHU,Mehrdad,Tahmasbi,Iran,0001-01-01,Goalkeeper,
IPL2015,Foolad KHU,Mohamad,Ahle Shakheh,Iran,0001-01-01,Defender,44
IPL2015,Foolad KHU,Mohamad Reza,Khanzadeh,Iran,0001-01-01,Defender,70
IPL2015,Foolad KHU,Omid,Khaledi,Iran,0001-01-01,Defender,21
IPL2015,Foolad KHU,Sasan,Ansari,Iran,0001-01-01,Forward,8
IPL2015,Foolad KHU,Sina,Maridi,Iran,0001-01-01,Midfield,18
IPL2015,Foolad KHU,Yousef,Vakia,Iran,0001-01-01,Midfield,40
IPL2015,Gostaresh TBZ,Alireza,Latifi,Iran,0001-01-01,Midfield,88
IPL2015,Gostaresh TBZ,Amir Hossain,Karimi,Iran,0001-01-01,Midfield,99
IPL2015,Gostaresh TBZ,Dariush,Shojaeian,Iran,0001-01-01,Defender,23
IPL2015,Gostaresh TBZ,Davood,Nooshi Sofyani,Iran,0001-01-01,Goalkeeper,1
IPL2015,Gostaresh TBZ,Georgi,Georgiev,Bulgaria,0001-01-01,Goalkeeper,22
IPL2015,Gostaresh TBZ,Jacson,Da Paixao,Brazil,0001-01-01,Forward,9
IPL2015,Gostaresh TBZ,Leonardo,Pimenta,Brazil,0001-01-01,Forward,
IPL2015,Gostaresh TBZ,Magno,Batista Da Silva,Brazil,0001-01-01,Midfield,5
IPL2015,Gostaresh TBZ,Maysam,Sadeghi,Iran,0001-01-01,Midfield,32
IPL2015,Gostaresh TBZ,Meghdad,Ghobakhlo,Iran,0001-01-01,Forward,30
IPL2015,Gostaresh TBZ,Mohamad,Ebrahimi,Iran,0001-01-01,Forward,10
IPL2015,Gostaresh TBZ,Mohamad,Nosrati,Iran,0001-01-01,Defender,20
IPL2015,Gostaresh TBZ,Mohamad Amin,Khatibi,Iran,0001-01-01,Midfield,17
IPL2015,Gostaresh TBZ,Mohamad Amin,Darvishi,Iran,0001-01-01,Midfield,19
IPL2015,Gostaresh TBZ,Mohsen,Hamidi,Iran,0001-01-01,Defender,
IPL2015,Gostaresh TBZ,Mojtaba,Tarshiz,Iran,0001-01-01,Defender,3
IPL2015,Gostaresh TBZ,Morteza,Asadi,Iran,0001-01-01,Defender,8
IPL2015,Gostaresh TBZ,Mostafa,Ekrami,Iran,0001-01-01,Defender,77
IPL2015,Gostaresh TBZ,Nima,Mokhtari,Iran,0001-01-01,Defender,37
IPL2015,Gostaresh TBZ,Omid,Nezamipour,Iran,0001-01-01,Midfield,2
IPL2015,Gostaresh TBZ,Reza,Jabarnejad,Iran,0001-01-01,Midfield,33
IPL2015,Gostaresh TBZ,Saeed,Daghighi,Iran,0001-01-01,Forward,90
IPL2015,Gostaresh TBZ,Saeed,Sadeghi,Iran,0001-01-01,Defender,34
IPL2015,Gostaresh TBZ,Saman,Nariman Jahan,Iran,0001-01-01,Midfield,
IPL2015,Gostaresh TBZ,Seyed Mehdi,Seyed Salehi,Iran,0001-01-01,Forward,
IPL2015,Gostaresh TBZ,Seyed Mohsen,Hossaini,Iran,0001-01-01,Midfield,14
IPL2015,Gostaresh TBZ,Shahin,Taherkhani,Iran,0001-01-01,Midfield,31
IPL2015,Gostaresh TBZ,Shahram,Goodarzi,Iran,0001-01-01,Forward,11
IPL2015,Gostaresh TBZ,Siamak,Koohnavard,Iran,0001-01-01,Midfield,
IPL2015,Gostaresh TBZ,Yousef,Seyedi,Iran,0001-01-01,Forward,13
IPL2015,Malavan ANZ,Ahmad,Ahi,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Ali,Abedi,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Amir Mohamad,Mazloom,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Arash,Afshin,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Aziz,Maeboudi,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Ezzaotollah,Pourghaz,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Farzad,Jafari,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Hamed,Noormohamadi,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Hamid,Sattari,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Hossain,Shenaei,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Hossain,Mahini,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Hossain,Kanaani,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Mahyar,Zahmatkesh,Iran,0001-01-01,Defender,
IPL2015,Malavan ANZ,Maziar,Zare,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Mehrdad,Oladi,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Mohamad,Razipour,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Mohamad,Abshak,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Mohamad Reza,Ghavidel,Iran,0001-01-01,Goalkeeper,
IPL2015,Malavan ANZ,Nima,Mirza Zaad,Iran,0001-01-01,Goalkeeper,
IPL2015,Malavan ANZ,Pejman,Noori,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Pooya,Nozhati,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Reza,Darvishi,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Sadegh,Moharrami,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Saeed,Yousefzadeh,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Serghei,Pascenco,Moldavia,0001-01-01,Goalkeeper,
IPL2015,Malavan ANZ,Seyed Hossain,Hossaini,Iran,0001-01-01,Goalkeeper,
IPL2015,Malavan ANZ,Seyed Jalal,Rafkhaei,Iran,0001-01-01,Forward,
IPL2015,Malavan ANZ,Shahab,Karami,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Shahin,Balijani,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Siavash,Hagh Nazari,Iran,0001-01-01,Midfield,
IPL2015,Malavan ANZ,Sohail,Rahmani,Iran,0001-01-01,Midfield,
IPL2015,Naft TEH,Abbas,Bouazar,Iran,0001-01-01,Midfield,70
IPL2015,Naft TEH,Ahmad,Gohari,Iran,0001-01-01,Goalkeeper,30
IPL2015,Naft TEH,Ali,Mohsen Zadeh,Iran,0001-01-01,Goalkeeper,12
IPL2015,Naft TEH,Ali,Ghorbani,Iran,0001-01-01,Forward,76
IPL2015,Naft TEH,Alireza,Bayranvand,Iran,0001-01-01,Goalkeeper,1
IPL2015,Naft TEH,Alireza,Sabouri Azad,Iran,0001-01-01,Midfield,16
IPL2015,Naft TEH,Alireza,Ezzat Keramat,Iran,0001-01-01,Midfield,6
IPL2015,Naft TEH,Amir Arsalan,Mottahari,Iran,0001-01-01,Forward,77
IPL2015,Naft TEH,Arash,Rezavand,Iran,0001-01-01,Midfield,9
IPL2015,Naft TEH,Carlos,Santos,Brazil,0001-01-01,Defender,3
IPL2015,Naft TEH,Eissa,Ale Kaseer,Iran,0001-01-01,Forward,32
IPL2015,Naft TEH,Hamid,Bouhamdan,Iran,0001-01-01,Midfield,8
IPL2015,Naft TEH,Iman,Mobali,Iran,0001-01-01,Midfield,23
IPL2015,Naft TEH,Maysam,Jodaki,Iran,0001-01-01,Defender,33
IPL2015,Naft TEH,Mehdi,Shiri,Iran,0001-01-01,Defender,2
IPL2015,Naft TEH,Milad,Zakipour,Iran,0001-01-01,Midfield,
IPL2015,Naft TEH,Mohamd,Daneshgar,Iran,0001-01-01,Defender,15
IPL2015,Naft TEH,Mojtaba,Haghdoost,Iran,0001-01-01,Midfield,25
IPL2015,Naft TEH,Reza,Aliyari,Iran,0001-01-01,Defender,22
IPL2015,Naft TEH,Saeed,Lotfi,Iran,0001-01-01,Defender,14
IPL2015,Naft TEH,Seyed Jalal,Hossaini,Iran,0001-01-01,Defender,4
IPL2015,Naft TEH,Siamak,Kouroshi,Iran,0001-01-01,Defender,5
IPL2015,Naft TEH,Vahid,Hamdinejad,Iran,0001-01-01,Defender,13
IPL2015,Naft TEH,Vahid,Sheikh Vaysi,Iran,0001-01-01,Goalkeeper,40
IPL2015,Naft TEH,Vahid,Amiri,Iran,0001-01-01,Midfield,10
IPL2015,Padideh MSH,Abolhassan,Jafari,Iran,0001-01-01,Midfield,17
IPL2015,Padideh MSH,Ahmad,Eskandari,Iran,0001-01-01,Midfield,20
IPL2015,Padideh MSH,Ahmad,Alenema,Iran,0001-01-01,Defender,
IPL2015,Padideh MSH,Ali,Hezami,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Ali,Nademi,Iran,0001-01-01,Midfield,77
IPL2015,Padideh MSH,Alireza,Haydari,Iran,0001-01-01,Goalkeeper,22
IPL2015,Padideh MSH,Aram,Abbasi,Iran,0001-01-01,Defender,2
IPL2015,Padideh MSH,Bahman,Salari,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Fariborz,Gerami,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Hassan,Zarei,Iran,0001-01-01,Forward,76
IPL2015,Padideh MSH,Hossain,Badamaki,Iran,0001-01-01,Midfield,8
IPL2015,Padideh MSH,Hossein,Mehraban,Iran,0001-01-01,Midfield,75
IPL2015,Padideh MSH,Igor,Prahic,Croatia,0001-01-01,Defender,19
IPL2015,Padideh MSH,Karim,Ahmadi,Iran,0001-01-01,Defender,6
IPL2015,Padideh MSH,Mahmoud,Khamisi,Iran,0001-01-01,Defender,5
IPL2015,Padideh MSH,Masoud,Nazarzadeh,Iran,0001-01-01,Defender,21
IPL2015,Padideh MSH,Maysam,Naghizadeh,Iran,0001-01-01,Midfield,18
IPL2015,Padideh MSH,Mehdi,Khayri,Iran,0001-01-01,Midfield,14
IPL2015,Padideh MSH,Mehrdad,Rezaei,Iran,0001-01-01,Forward,88
IPL2015,Padideh MSH,Milad,Gharibi,Iran,0001-01-01,Forward,11
IPL2015,Padideh MSH,Moein,Abbasian,Iran,0001-01-01,Midfield,23
IPL2015,Padideh MSH,Mohamad Ali,Faramarzi,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Mohamad Ali,Mardani,Iran,0001-01-01,Forward,32
IPL2015,Padideh MSH,Mohamad Hossain,Moradmand,Iran,0001-01-01,Defender,4
IPL2015,Padideh MSH,Mohamad Reza,Kaveh,Iran,0001-01-01,Midfield,60
IPL2015,Padideh MSH,Mohamad Reza,Nasehi,Iran,0001-01-01,Midfield,7
IPL2015,Padideh MSH,Mohsen,Yousefi,Iran,0001-01-01,Midfield,13
IPL2015,Padideh MSH,Mohsen,Bayat,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Mojtaba,Roshangar,Iran,0001-01-01,Goalkeeper,1
IPL2015,Padideh MSH,Reza,Otaghi Farimiani,Iran,0001-01-01,Midfield,42
IPL2015,Padideh MSH,Sepeher,Roozi Talab,Iran,0001-01-01,Midfield,
IPL2015,Padideh MSH,Seyed Abolfazl,Qoreyshi,Iran,0001-01-01,Defender,
IPL2015,Padideh MSH,Younes,Shakeri,Iran,0001-01-01,Forward,10
IPL2015,Perspolis TEH,Ahmad,Nooroullahi,Iran,0001-01-01,Midfield,8
IPL2015,Perspolis TEH,Aleksandr,Lobanov,Uzbekistan,0001-01-01,Goalkeeper,55
IPL2015,Perspolis TEH,Ali,Alipour,Iran,0001-01-01,Forward,70
IPL2015,Perspolis TEH,Alireza,Noormohamadi,Iran,0001-01-01,Defender,20
IPL2015,Perspolis TEH,Amir Abbas,Ayeenehchi,Iran,0001-01-01,Midfield,44
IPL2015,Perspolis TEH,Babak,Hatami,Iran,0001-01-01,Forward,40
IPL2015,Perspolis TEH,Farshad,Ahmadzadeh,Iran,0001-01-01,Forward,10
IPL2015,Perspolis TEH,Hadi,Nourozi,Iran,0001-01-01,Forward,24
IPL2015,Perspolis TEH,Iman,Sadeghi,Iran,0001-01-01,Goalkeeper,88
IPL2015,Perspolis TEH,Jerry,Bengston,Honduras,0001-01-01,Forward,
IPL2015,Perspolis TEH,Kamal,Kamyabinia,Iran,0001-01-01,Midfield,11
IPL2015,Perspolis TEH,Luca,Maric,Croatia,0001-01-01,Defender,23
IPL2015,Perspolis TEH,Mahdi,Taremi,Iran,0001-01-01,Forward,9
IPL2015,Perspolis TEH,Mehrdad,Kafshgari,Iran,0001-01-01,Midfield,18
IPL2015,Perspolis TEH,Michael,Umana Corrales,Costa Rica,0001-01-01,Defender,4
IPL2015,Perspolis TEH,Milad,Kamadani,Iran,0001-01-01,Midfield,19
IPL2015,Perspolis TEH,Mohamad,Ansari,Iran,0001-01-01,Midfield,15
IPL2015,Perspolis TEH,Mohamad,Rahmati,Iran,0001-01-01,Midfield,29
IPL2015,Perspolis TEH,Mohsen,Bengar,Iran,0001-01-01,Defender,6
IPL2015,Perspolis TEH,Mohsen,Mosalman,Iran,0001-01-01,Midfield,77
IPL2015,Perspolis TEH,Morteza,Ghadimipour,Iran,0001-01-01,Defender,12
IPL2015,Perspolis TEH,Omid,Allishah,Iran,0001-01-01,Midfield,2
IPL2015,Perspolis TEH,Ramin,Rezaeian,Iran,0001-01-01,Defender,27
IPL2015,Perspolis TEH,Reza,Khaleghifar,Iran,0001-01-01,Forward,16
IPL2015,Perspolis TEH,Sosha,Makani,Iran,0001-01-01,Goalkeeper,1
IPL2015,Perspolis TEH,Vahid,Haydarieh,Iran,0001-01-01,Defender,3
IPL2015,Rahahan TEH,Ahmad,Mehdizadeh,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Ali,Fatemi,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Ali,Mohsenzadeh,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Alireza,Mohamad,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Amir Reza,Nasr Azadani,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Athos,Solomou,Cyprus,0001-01-01,Defender,
IPL2015,Rahahan TEH,Bahador,Abdi,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Ebrahim,Karimi,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Farshad,Faraji,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Farzad,Ashobi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Hamed,Zamani,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Hamid,Deevsalar,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Hossain,Khayri,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Igor,Nenezic,Slovenia,0001-01-01,Goalkeeper,
IPL2015,Rahahan TEH,Kazem,Borjlo,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Mahdi,Hanafi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Majid,Hossaini,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mehran,Ghasemi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mehran,Mousavi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mehrdad,Mohamadi,Iran,0001-01-01,Defender,
IPL2015,Rahahan TEH,Milad,Naji,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Milad,Mohamadi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Milad,Abtahi,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mohamad,Abbas Zadeh,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Mohamad Ali,Ramezanian,Iran,0001-01-01,Goalkeeper,
IPL2015,Rahahan TEH,Mohamad Hossain,Babagoli,Iran,0001-01-01,Forward,
IPL2015,Rahahan TEH,Mohamad Reza,Solaimani,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mohsen,Iran Nejad,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Mohsen,Forozan,Iran,0001-01-01,Goalkeeper,
IPL2015,Rahahan TEH,Salar,Lalani,Iran,0001-01-01,Midfield,
IPL2015,Rahahan TEH,Sebastian,Strandvall,Finland,0001-01-01,Midfield,
IPL2015,Saba QOM,Abdolkarim,Eslami,Iran,0001-01-01,Forward,
IPL2015,Saba QOM,Abolfazl,Ebrahimi,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Akbar,Sadeghi,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Amir Hossain,Sadeghi,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Davood,Bahadori,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Farid,Behzadi Karimi,Iran,0001-01-01,Forward,
IPL2015,Saba QOM,Farshid,Bagheri,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Filipe,Machado,Brazil,0001-01-01,Defender,
IPL2015,Saba QOM,Ghasem,Dehnavi,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Hamed,Lak,Iran,0001-01-01,Goalkeeper,
IPL2015,Saba QOM,Ioseb,Chakhvashvili,Georgia,0001-01-01,Midfield,
IPL2015,Saba QOM,Jahanbakhsh,Taher,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Jallaledin,Alimohamadi,Iran,0001-01-01,Forward,
IPL2015,Saba QOM,Masoud,Hahgjoo,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Milad,Farahani,Iran,0001-01-01,Goalkeeper,
IPL2015,Saba QOM,Mohamad,Baouj Rezaei,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Mohamad,Ghazi,Iran,0001-01-01,Forward,
IPL2015,Saba QOM,Mohamad,Ousani,Iran,0001-01-01,Forward,
IPL2015,Saba QOM,Mohamad Amin,Aramtabe,Iran,0001-01-01,Defender,
