Season,SquadClub,FirstName,LastName,Nationality,DateOfBirth,PositionDef,ShirtNo
IPL2014,Esteghlal KHU,Reza,Kardoost,Iran,0001-01-01,Midfield,8
IPL2014,Esteghlal KHU,Rouhollah,Sayfollahi,Iran,0001-01-01,Forward,17
IPL2014,Esteghlal KHU,Sadegh,Sadeghi Baba Ahmadi,Iran,0001-01-01,Forward,15
IPL2014,Esteghlal KHU,Seyed Mehdi,Seyed Salehi,Iran,0001-01-01,Forward,
IPL2014,Esteghlal KHU,Soumbeila,Diakite,Mali,0001-01-01,Goalkeeper,
IPL2014,Esteghlal KHU,Yazdan,Abbasian,Iran,0001-01-01,Midfield,
IPL2014,Esteghlal TEH,Alberto Rafael,Da Silva,Brazil,0001-01-01,Goalkeeper,12
IPL2014,Esteghlal TEH,Alireza,Ramezani,Iran,0001-01-01,Forward,19
IPL2014,Esteghlal TEH,Amir Hossain,Sadeghi,Iran,0001-01-01,Defender,4
IPL2014,Esteghlal TEH,Amir Hossain,Tahooni,Iran,0001-01-01,Midfield,
IPL2014,Esteghlal TEH,Arash,Borhani,Iran,0001-01-01,Forward,9
IPL2014,Esteghlal TEH,Behnam,Barzaei,Iran,0001-01-01,Forward,
IPL2014,Esteghlal TEH,Gholamreza,Enayati,Iran,0001-01-01,Forward,
IPL2014,Esteghlal TEH,Haneef,Omranzadeh,Iran,0001-01-01,Defender,5
IPL2014,Esteghlal TEH,Hashem,Bayk Zadeh,Iran,0001-01-01,Midfield,16
IPL2014,Esteghlal TEH,Hendrik,Helmke,Germany,0001-01-01,Midfield,
IPL2014,Esteghlal TEH,Hrayr,Mkoyan,Armenia,0001-01-01,Defender,15
IPL2014,Esteghlal TEH,Jassim,Karrar,Iraq,0001-01-01,Midfield,13
IPL2014,Esteghlal TEH,Khosrow,Haydari,Iran,0001-01-01,Midfield,2
IPL2014,Esteghlal TEH,Mahdi,Karimian,Iran,0001-01-01,Midfield,23
IPL2014,Esteghlal TEH,Majid,Hossaini,Iran,0001-01-01,Midfield,
IPL2014,Esteghlal TEH,Milad,Solayman Fallah,Iran,0001-01-01,Forward,
IPL2014,Esteghlal TEH,Milad,Fakhreddini,Iran,0001-01-01,Midfield,32
IPL2014,Esteghlal TEH,Milad,Noori,Iran,0001-01-01,Midfield,
IPL2014,Esteghlal TEH,Mohamad,Khalili,Iran,0001-01-01,Midfield,25
IPL2014,Esteghlal TEH,Mohamad Reza,Khorsandnia,Iran,0001-01-01,Midfield,3
IPL2014,Esteghlal TEH,Mohsen,Forozan,Iran,0001-01-01,Goalkeeper,1
IPL2014,Esteghlal TEH,Mohsen,Karimi,Iran,0001-01-01,Forward,28
IPL2014,Esteghlal TEH,Omid,Ebrahimi,Iran,0001-01-01,Midfield,6
IPL2014,Esteghlal TEH,Sajjad,Shahbaz Zadeh,Iran,0001-01-01,Forward,10
IPL2014,Esteghlal TEH,Vahid,Talebloo,Iran,0001-01-01,Goalkeeper,
IPL2014,Esteghlal TEH,Yaghoub,Karimi,Iran,0001-01-01,Midfield,17
IPL2014,Foolad KHU,Ahmad,Alnemae,Iran,0001-01-01,Defender,
IPL2014,Foolad KHU,Ahmad,Abdollahzadeh,Iran,0001-01-01,Midfield,20
IPL2014,Foolad KHU,Ali,Sina Rabbani,Iran,0001-01-01,Midfield,29
IPL2014,Foolad KHU,Alireza,Salimi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Foolad KHU,Aloys,Nong,Cameroon,0001-01-01,Forward,
IPL2014,Foolad KHU,Arash,Afshin,Iran,0001-01-01,Forward,16
IPL2014,Foolad KHU,Ayoub,Vali,Iran,0001-01-01,Defender,4
IPL2014,Foolad KHU,Bahman,Jahantigh,Iran,0001-01-01,Forward,26
IPL2014,Foolad KHU,Bahman,Kamel,Iran,0001-01-01,Defender,19
IPL2014,Foolad KHU,Bakhtiar,Rahmani,Iran,0001-01-01,Midfield,11
IPL2014,Foolad KHU,Behnam,Mousavi,Iran,0001-01-01,Goalkeeper,22
IPL2014,Foolad KHU,Ershad,Yousefi,Iran,0001-01-01,Goalkeeper,63
IPL2014,Foolad KHU,Esmaeel,Sharifat,Iran,0001-01-01,Midfield,10
IPL2014,Foolad KHU,Hadi,Habibinejad,Iran,0001-01-01,Midfield,32
IPL2014,Foolad KHU,Iman,Mousavi,Iran,0001-01-01,Forward,9
IPL2014,Foolad KHU,Leonard,Mesaric,Croatia,0001-01-01,Defender,3
IPL2014,Foolad KHU,Mahdi,Niyayeshpour,Iran,0001-01-01,Forward,22
IPL2014,Foolad KHU,Mahdi,Baderlo,Iran,0001-01-01,Midfield,5
IPL2014,Foolad KHU,Mathias,Chago,Cameroon,0001-01-01,Midfield,15
IPL2014,Foolad KHU,Mehrdad,Jamaati,Iran,0001-01-01,Defender,24
IPL2014,Foolad KHU,Milad,Homayooni Sangari,Iran,0001-01-01,Goalkeeper,31
IPL2014,Foolad KHU,Mohamad,Ghazi,Iran,0001-01-01,Forward,
IPL2014,Foolad KHU,Mohamad,Ahle Shakheh,Iran,0001-01-01,Defender,25
IPL2014,Foolad KHU,Mohsen,Mosalman,Iran,0001-01-01,Midfield,
IPL2014,Foolad KHU,Omid,Khaledi,Iran,0001-01-01,Defender,21
IPL2014,Foolad KHU,Reza,Ahmadi,Iran,0001-01-01,Defender,6
IPL2014,Foolad KHU,Sasan,Ansari,Iran,0001-01-01,Forward,8
IPL2014,Foolad KHU,Shahab,Karami,Iran,0001-01-01,Midfield,14
IPL2014,Foolad KHU,Sina,Moradi,Iran,0001-01-01,Midfield,
IPL2014,Foolad KHU,Soroush,Rafiei,Iran,0001-01-01,Midfield,7
IPL2014,Foolad KHU,Soroush,Saeedi,Iran,0001-01-01,Midfield,33
IPL2014,Foolad KHU,Waleed,Mashaei Zadeh,Iran,0001-01-01,Midfield,23
IPL2014,Foolad KHU,Yousef,Vakia,Iran,0001-01-01,Midfield,40
IPL2014,Gostaresh TBZ,Adel,Sarshar,Iran,0001-01-01,Defender,
IPL2014,Gostaresh TBZ,Alireza,Latifi,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Alireza,Naghizadeh,Iran,0001-01-01,Midfield,16
IPL2014,Gostaresh TBZ,Behnam,Dadashvand,Iran,0001-01-01,Defender,31
IPL2014,Gostaresh TBZ,Davood,Nooshi Sofyani,Iran,0001-01-01,Goalkeeper,
IPL2014,Gostaresh TBZ,Diogo,de Oliveira,Brazil,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Farshad,Pour Khan Mohamad,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Hamed,Noorollahi,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Hamid Reza,Joekar,Iran,0001-01-01,Defender,
IPL2014,Gostaresh TBZ,Jaber,Ansari,Iran,0001-01-01,Midfield,9
IPL2014,Gostaresh TBZ,Leonardo,Pimenta,Brazil,0001-01-01,Forward,
IPL2014,Gostaresh TBZ,Magno,Batista Da Silva,Brazil,0001-01-01,Midfield,14
IPL2014,Gostaresh TBZ,Mahmoud,Khamisi,Iran,0001-01-01,Defender,4
IPL2014,Gostaresh TBZ,Maysam,Naghizadeh,Iran,0001-01-01,Midfield,6
IPL2014,Gostaresh TBZ,Mehdi,Qoreyshi,Iran,0001-01-01,Defender,3
IPL2014,Gostaresh TBZ,Mehdi,Eslami,Iran,0001-01-01,Goalkeeper,22
IPL2014,Gostaresh TBZ,Milad,Jahani,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Mohamad,Mokhtari,Iran,0001-01-01,Defender,
IPL2014,Gostaresh TBZ,Mohamad,Nasseri,Iran,0001-01-01,Goalkeeper,44
IPL2014,Gostaresh TBZ,Mohamad,Haydari,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Mohamad,Ebrahimi,Iran,0001-01-01,Forward,
IPL2014,Gostaresh TBZ,Mohamad Amin,Darvish,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Mohsen,Bayatinia,Iran,0001-01-01,Forward,
IPL2014,Gostaresh TBZ,Morteza,Asadi,Iran,0001-01-01,Defender,8
IPL2014,Gostaresh TBZ,Morteza,Mahfouzi,Iran,0001-01-01,Defender,7
IPL2014,Gostaresh TBZ,Mostafa,Ekrami,Iran,0001-01-01,Defender,
IPL2014,Gostaresh TBZ,Omid,Nezamipour,Iran,0001-01-01,Midfield,11
IPL2014,Gostaresh TBZ,Paymon,Ranjbari,Iran,0001-01-01,Forward,
IPL2014,Gostaresh TBZ,Rasool,Pirzadeh,Iran,0001-01-01,Midfield,23
IPL2014,Gostaresh TBZ,Rodrigo,Lopez Odriozola,Uruguay,0001-01-01,Goalkeeper,33
IPL2014,Gostaresh TBZ,Seyed Ali,Mirshafieian,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Seyed Mohsen,Hossaini,Iran,0001-01-01,Midfield,
IPL2014,Gostaresh TBZ,Yousef,Seyedi,Iran,0001-01-01,Forward,18
IPL2014,Malavan ANZ,Abolhassan,Jafari,Iran,0001-01-01,Defender,3
IPL2014,Malavan ANZ,Ahmad,Ahi,Iran,0001-01-01,Defender,6
IPL2014,Malavan ANZ,Ali,Abedi,Iran,0001-01-01,Forward,20
IPL2014,Malavan ANZ,Alireza,Ramezani,Iran,0001-01-01,Midfield,16
IPL2014,Malavan ANZ,Arman,Ramezani,Iran,0001-01-01,Forward,27
IPL2014,Malavan ANZ,Aziz,Maeboudi,Iran,0001-01-01,Defender,14
IPL2014,Malavan ANZ,Ezzaotollah,Pourghaz,Iran,0001-01-01,Defender,5
IPL2014,Malavan ANZ,Farid,Mokhtari,Iran,0001-01-01,Forward,
IPL2014,Malavan ANZ,Farzad,Hatami,Iran,0001-01-01,Forward,
IPL2014,Malavan ANZ,Fouad,Aghaei,Iran,0001-01-01,Midfield,
IPL2014,Malavan ANZ,Hamid,Golzari,Iran,0001-01-01,Midfield,18
IPL2014,Malavan ANZ,Hossain,Hossaini,Iran,0001-01-01,Goalkeeper,22
IPL2014,Malavan ANZ,Iman,Sadeghi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Malavan ANZ,Jamal,Hossaini,Iran,0001-01-01,Defender,30
IPL2014,Malavan ANZ,Mahyar,Zahmatkesh,Iran,0001-01-01,Defender,26
IPL2014,Malavan ANZ,Maziar,Zare,Iran,0001-01-01,Midfield,9
IPL2014,Malavan ANZ,Mehrdad,Oladi,Iran,0001-01-01,Forward,77
IPL2014,Malavan ANZ,Mohamad,Jalali,Iran,0001-01-01,Midfield,17
IPL2014,Malavan ANZ,Mohamad,Abshak,Iran,0001-01-01,Midfield,
IPL2014,Malavan ANZ,Mohamad,Darabi,Iran,0001-01-01,Midfield,21
IPL2014,Malavan ANZ,Mohamad,Gholamin,Iran,0001-01-01,Forward,11
IPL2014,Malavan ANZ,Mohamad,Rabiepour,Iran,0001-01-01,Midfield,
IPL2014,Malavan ANZ,Mohamad,Razi,Iran,0001-01-01,Midfield,19
IPL2014,Malavan ANZ,Mohamad Hadi,Yaghoubi,Iran,0001-01-01,Forward,24
IPL2014,Malavan ANZ,Mohamad Hossain,Kanaani,Iran,0001-01-01,Defender,15
IPL2014,Malavan ANZ,Mohamad Reza,Ghavidel,Iran,0001-01-01,Goalkeeper,33
IPL2014,Malavan ANZ,Mohsen,Yousefi,Iran,0001-01-01,Midfield,13
IPL2014,Malavan ANZ,Morteza,Falahati,Iran,0001-01-01,Defender,2
IPL2014,Malavan ANZ,Nima,Mirza Zaad,Iran,0001-01-01,Goalkeeper,44
IPL2014,Malavan ANZ,NIma,Delavari,Iran,0001-01-01,Defender,4
IPL2014,Malavan ANZ,Pejman,Noori,Iran,0001-01-01,Midfield,
IPL2014,Malavan ANZ,Reza,Etemadi,Iran,0001-01-01,Midfield,35
IPL2014,Malavan ANZ,Rouhollah,Arab,Iran,0001-01-01,Forward,
IPL2014,Malavan ANZ,Sadegh,Moharrami,Iran,0001-01-01,Midfield,25
IPL2014,Malavan ANZ,Saeed,Yousefzadeh,Iran,0001-01-01,Midfield,40
IPL2014,Malavan ANZ,Seyed Jalal,Rafkhaei,Iran,0001-01-01,Forward,10
IPL2014,Malavan ANZ,Shayan,Kargar,Iran,0001-01-01,Defender,23
IPL2014,Malavan ANZ,Sohail,Rahmani,Iran,0001-01-01,Midfield,12
IPL2014,Naft MJS,Abbas,Asgari,Iran,0001-01-01,Forward,9
IPL2014,Naft MJS,Alexandru,Pascenco,Moldavia,0001-01-01,Midfield,
IPL2014,Naft MJS,Ali,Kianifar,Iran,0001-01-01,Midfield,18
IPL2014,Naft MJS,Aref,Solayman Ahmad,Iran,0001-01-01,Midfield,24
IPL2014,Naft MJS,Bahman,Maleki,Iran,0001-01-01,Midfield,
IPL2014,Naft MJS,Bahram,Ahmadi,Iran,0001-01-01,Midfield,
IPL2014,Naft MJS,Ehsan,Abdi,Iran,0001-01-01,Midfield,6
IPL2014,Naft MJS,Ehsan,Alvanzadeh,Iran,0001-01-01,Forward,27
IPL2014,Naft MJS,Esmaeel,Ali Shirazi,Iran,0001-01-01,Defender,5
IPL2014,Naft MJS,Farzad,Mohamadi,Iran,0001-01-01,Forward,17
IPL2014,Naft MJS,Georgi,Georgiev,Bulgaria,0001-01-01,Goalkeeper,
IPL2014,Naft MJS,Goudarz,Davoodi,Iran,0001-01-01,Goalkeeper,55
IPL2014,Naft MJS,Hamed,Mahmoudi,Iran,0001-01-01,Defender,4
IPL2014,Naft MJS,Hamid,Bouhamdan,Iran,0001-01-01,Midfield,8
IPL2014,Naft MJS,Hamzeh,Haddadi,Iran,0001-01-01,Defender,13
IPL2014,Naft MJS,Hossain,Maleki,Iran,0001-01-01,Forward,21
IPL2014,Naft MJS,Kayvon,Amraei,Iran,0001-01-01,Forward,
IPL2014,Naft MJS,Kiomars,Cheraghi,Iran,0001-01-01,Defender,16
IPL2014,Naft MJS,Luis Carlos,Dos Santos Martins,Brazil,0001-01-01,Forward,
IPL2014,Naft MJS,Mahmoud,Tighnavard,Iran,0001-01-01,Midfield,7
IPL2014,Naft MJS,Milad,Znayadpour,Iran,0001-01-01,Forward,20
IPL2014,Naft MJS,Milad,Jafari,Iran,0001-01-01,Midfield,11
IPL2014,Naft MJS,Milad,Sheikhi Solaymani,Iran,0001-01-01,Defender,23
IPL2014,Naft MJS,Mohamad,Madmalisi,Iran,0001-01-01,Defender,15
IPL2014,Naft MJS,Mohamad,Salehi Kambou,Iran,0001-01-01,Midfield,19
IPL2014,Naft MJS,Reza,Darvishi,Iran,0001-01-01,Midfield,10
IPL2014,Naft MJS,Reza,Karmelachab,Iran,0001-01-01,Midfield,
IPL2014,Naft MJS,Reza,Haydari,Iran,0001-01-01,Goalkeeper,70
IPL2014,Naft MJS,Reza,Mohamadi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Naft MJS,Ruslan,Melziddinov,Uzbekistan,0001-01-01,Midfield,
IPL2014,Naft MJS,Saeed,Salarzadeh,Iran,0001-01-01,Defender,3
IPL2014,Naft MJS,Sattar,Deraji,Iran,0001-01-01,Midfield,32
IPL2014,Naft MJS,Seyed Jalal,Abdi,Iran,0001-01-01,Defender,2
IPL2014,Naft MJS,Seyed Sajjad,Mousavi,Iran,0001-01-01,Defender,30
IPL2014,Naft TEH,Abbas,Bouazar,Iran,0001-01-01,Midfield,16
IPL2014,Naft TEH,Ali,Ghorbani,Iran,0001-01-01,Forward,31
IPL2014,Naft TEH,Ali,Mohsen Zadeh,Iran,0001-01-01,Goalkeeper,30
IPL2014,Naft TEH,Alireza,Ezzati,Iran,0001-01-01,Midfield,6
IPL2014,Naft TEH,Alireza,Bayranvand,Iran,0001-01-01,Goalkeeper,1
IPL2014,Naft TEH,Amir Arsalan,Mottahari,Iran,0001-01-01,Midfield,
IPL2014,Naft TEH,Arash,Rezavand,Iran,0001-01-01,Midfield,28
IPL2014,Naft TEH,Bahram,Dabbagh,Iran,0001-01-01,Defender,17
IPL2014,Naft TEH,David,Wirikom,Cameroon,0001-01-01,Forward,18
IPL2014,Naft TEH,Donovan,Deekman,Netherlands,0001-01-01,Forward,
IPL2014,Naft TEH,Gholamreza,Rezaei,Iran,0001-01-01,Forward,10
IPL2014,Naft TEH,Hossain,Ebrahimi,Iran,0001-01-01,Forward,7
IPL2014,Naft TEH,Iman,Mobali,Iran,0001-01-01,Midfield,23
IPL2014,Naft TEH,Kamal,Kamyabinia,Iran,0001-01-01,Midfield,11
IPL2014,Naft TEH,Leandro,Padovani,Brazil,0001-01-01,Defender,
IPL2014,Naft TEH,Maysam,Jodaki,Iran,0001-01-01,Goalkeeper,12
IPL2014,Naft TEH,Mehdi,Shiri,Iran,0001-01-01,Midfield,21
IPL2014,Naft TEH,Mohamad Amin,Haj Mohamadi,Iran,0001-01-01,Defender,5
IPL2014,Naft TEH,Morteza,Pour Ali Ganji,Iran,0001-01-01,Midfield,66
IPL2014,Naft TEH,Reza,Aliyari,Iran,0001-01-01,Defender,3
IPL2014,Naft TEH,Saeed,Lotfi,Iran,0001-01-01,Midfield,14
IPL2014,Naft TEH,Siamak,Kouroshi,Iran,0001-01-01,Defender,4
IPL2014,Naft TEH,Vahid,Amiri,Iran,0001-01-01,Midfield,9
IPL2014,Naft TEH,Vahid,Hamdinejad,Iran,0001-01-01,Defender,13
IPL2014,Naft TEH,Vahid,Sheikhvisi,Iran,0001-01-01,Goalkeeper,40
IPL2014,Padideh MSH,Abdollah,Mombeini,Iran,0001-01-01,Midfield,25
IPL2014,Padideh MSH,Ahmad,Eskandari,Iran,0001-01-01,Midfield,30
IPL2014,Padideh MSH,Akbar,Sadeghi,Iran,0001-01-01,Midfield,5
IPL2014,Padideh MSH,Ali,Choopani,Iran,0001-01-01,Forward,66
IPL2014,Padideh MSH,Alireza,Haydari,Iran,0001-01-01,Goalkeeper,22
IPL2014,Padideh MSH,Bahodir,Nasimov,Uzbekistan,0001-01-01,Forward,76
IPL2014,Padideh MSH,Hossain,Kiani Moghadam,Iran,0001-01-01,Midfield,44
IPL2014,Padideh MSH,Hossein,Mehraban,Iran,0001-01-01,Defender,37
IPL2014,Padideh MSH,Igor,Prahic,Croatia,0001-01-01,Defender,19
IPL2014,Padideh MSH,Masoud,Nazarzadeh,Iran,0001-01-01,Defender,21
IPL2014,Padideh MSH,Maysam,Rezapour,Iran,0001-01-01,Midfield,33
IPL2014,Padideh MSH,Mehdi,Khayri,Iran,0001-01-01,Midfield,14
IPL2014,Padideh MSH,Milad,Gharibi,Iran,0001-01-01,Forward,99
IPL2014,Padideh MSH,Milan,Jovanovic,Montenegro,0001-01-01,Defender,4
IPL2014,Padideh MSH,Moein,Abbasian,Iran,0001-01-01,Midfield,23
IPL2014,Padideh MSH,Mohamad,Rajabi,Iran,0001-01-01,Midfield,
IPL2014,Padideh MSH,Mohamad,Valizadeh,Iran,0001-01-01,Defender,32
IPL2014,Padideh MSH,Mohamad,Gholami,Iran,0001-01-01,Forward,
IPL2014,Padideh MSH,Mohamad,Salsali,Iran,0001-01-01,Defender,
IPL2014,Padideh MSH,Mohamad,Nejad Mehdi,Iran,0001-01-01,Defender,2
IPL2014,Padideh MSH,Mohamad Ali,Farzami,Iran,0001-01-01,Midfield,
IPL2014,Padideh MSH,Mohamad Hassan,Rajabzadeh,Iran,0001-01-01,Midfield,
IPL2014,Padideh MSH,Mohamad Mahdi,Nazari,Iran,0001-01-01,Midfield,
IPL2014,Padideh MSH,Mohamad Reza,Kaveh,Iran,0001-01-01,Midfield,60
IPL2014,Padideh MSH,Mohamad Reza,Basaj,Iran,0001-01-01,Midfield,88
IPL2014,Padideh MSH,Mohamad Reza,Nasehi,Iran,0001-01-01,Midfield,9
IPL2014,Padideh MSH,Mojtaba,Roshangar,Iran,0001-01-01,Goalkeeper,1
IPL2014,Padideh MSH,Reza,Otaghi Farimiani,Iran,0001-01-01,Midfield,24
IPL2014,Padideh MSH,Reza,Haghighi,Iran,0001-01-01,Midfield,
IPL2014,Padideh MSH,Rouhollah,Bagheri,Iran,0001-01-01,Forward,17
IPL2014,Padideh MSH,Saeed,Jalali,Iran,0001-01-01,Goalkeeper,35
IPL2014,Padideh MSH,Saeed,Ghezel,Iran,0001-01-01,Defender,
IPL2014,Padideh MSH,Seyed Abolfazl,Qoreyshi,Iran,0001-01-01,Forward,15
IPL2014,Padideh MSH,Vahid,Asgari,Iran,0001-01-01,Defender,20
IPL2014,Padideh MSH,Younes,Shakeri,Iran,0001-01-01,Forward,11
IPL2014,Padideh MSH,Zoran,Knezevic,Serbia,0001-01-01,Midfield,27
IPL2014,Paykan TEH,Ahmad,Jamshidian,Iran,0001-01-01,Midfield,
IPL2014,Paykan TEH,Ahmad,Mehdizadeh,Iran,0001-01-01,Defender,
IPL2014,Paykan TEH,Ali,Salah Hashim,Iraq,0001-01-01,Forward,
IPL2014,Paykan TEH,Alireza,Mohamad,Iran,0001-01-01,Defender,24
IPL2014,Paykan TEH,Amir Hossain,Feshangchi,Iran,0001-01-01,Midfield,23
IPL2014,Paykan TEH,Arman,Ghasemi,Iran,0001-01-01,Defender,16
IPL2014,Paykan TEH,Faraz,Emamali,Iran,0001-01-01,Midfield,
IPL2014,Paykan TEH,Hamid Reza,Deevsalar,Iran,0001-01-01,Defender,2
IPL2014,Paykan TEH,Jahangir,Asgari,Iran,0001-01-01,Forward,11
IPL2014,Paykan TEH,Jlloyd,Samuel,Trinidad and Tobago,0001-01-01,Midfield,3
IPL2014,Paykan TEH,Keyvan,Vahdani,Iran,0001-01-01,Forward,21
IPL2014,Paykan TEH,Majid,Khodabandehlou,Iran,0001-01-01,Midfield,8
IPL2014,Paykan TEH,Mate,Eterovic,Croatia,0001-01-01,Forward,
IPL2014,Paykan TEH,Mobin,Ezati,Iran,0001-01-01,Forward,28
IPL2014,Paykan TEH,Mohamad,Nosrati,Iran,0001-01-01,Defender,20
IPL2014,Paykan TEH,Mohammad Sadegh,Barani,Iran,0001-01-01,Midfield,7
IPL2014,Paykan TEH,Morteza,Aghakhan,Iran,0001-01-01,Forward,26
IPL2014,Paykan TEH,Mostafa,Shojaei,Iran,0001-01-01,Forward,
IPL2014,Paykan TEH,Muamer,Svraka,Bosnia Herzegovina,0001-01-01,Midfield,
IPL2014,Paykan TEH,Oybek,Kilichev,Uzbekistan,0001-01-01,Midfield,14
IPL2014,Paykan TEH,Saeed,Daghighi,Iran,0001-01-01,Forward,10
IPL2014,Paykan TEH,Sandro,Ferreira Andre Dodo,Brazil,0001-01-01,Midfield,
IPL2014,Paykan TEH,Seyed Ali,Hossaini,Iran,0001-01-01,Defender,4
IPL2014,Paykan TEH,Seyed Amir Hossain,Amiri,Iran,0001-01-01,Defender,
IPL2014,Paykan TEH,Seyed Hossain,Karimi,Iran,0001-01-01,Midfield,35
IPL2014,Paykan TEH,Seyed Mahdi,Rahmati,Iran,0001-01-01,Goalkeeper,1
IPL2014,Paykan TEH,Seyed Milad,Ahmadian,Iran,0001-01-01,Goalkeeper,12
IPL2014,Paykan TEH,Shahryar,Moghanblo,Iran,0001-01-01,Midfield,
IPL2014,Paykan TEH,Siamak,Nemati,Iran,0001-01-01,Midfield,
IPL2014,Paykan TEH,Siavash,Akbarpour,Iran,0001-01-01,Forward,
IPL2014,Paykan TEH,Siavash,Yazdani,Iran,0001-01-01,Midfield,
IPL2014,Paykan TEH,Vahid,Haydarieh,Iran,0001-01-01,Defender,19
IPL2014,Perspolis TEH,Ahmad,Nooroullahi,Iran,0001-01-01,Midfield,28
IPL2014,Perspolis TEH,Ali,Alipour,Iran,0001-01-01,Forward,77
IPL2014,Perspolis TEH,Ali,Fatemi,Iran,0001-01-01,Forward,
IPL2014,Perspolis TEH,Ali,Astani,Iran,0001-01-01,Midfield,
IPL2014,Perspolis TEH,Alireza,Noormohamadi,Iran,0001-01-01,Defender,20
IPL2014,Perspolis TEH,Babak,Hatami,Iran,0001-01-01,Forward,99
IPL2014,Perspolis TEH,Correa Junior,Nilson,Brazil,0001-01-01,Goalkeeper,40
IPL2014,Perspolis TEH,Farsheed,Esmaeel Zadeh,Iran,0001-01-01,Midfield,15
IPL2014,Perspolis TEH,Fernando,Gabriel,Brazil,0001-01-01,Midfield,66
IPL2014,Perspolis TEH,Hadi,Nourozi,Iran,0001-01-01,Forward,24
IPL2014,Perspolis TEH,Hamid Reza,Ali Asgari,Iran,0001-01-01,Midfield,26
IPL2014,Perspolis TEH,Hossain,Mahini,Iran,0001-01-01,Defender,13
IPL2014,Perspolis TEH,Jose,Tadeu Mouro Junior,Brazil,0001-01-01,Forward,22
IPL2014,Perspolis TEH,Mahdi,Taremi,Iran,0001-01-01,Forward,17
IPL2014,Perspolis TEH,Masoud,Homami,Iran,0001-01-01,Goalkeeper,44
IPL2014,Perspolis TEH,Maysam,Hossaini,Iran,0001-01-01,Defender,12
IPL2014,Perspolis TEH,Mehdi,Jafarpour,Iran,0001-01-01,Midfield,
IPL2014,Perspolis TEH,Mehdi,Daghagheleh,Iran,0001-01-01,Forward,8
IPL2014,Perspolis TEH,Mehrdad,Kafshgari,Iran,0001-01-01,Midfield,18
IPL2014,Perspolis TEH,Michael,Umana Corrales,Costa Rica,0001-01-01,Defender,4
IPL2014,Perspolis TEH,Milad,Kamadani,Iran,0001-01-01,Midfield,19
IPL2014,Perspolis TEH,Mobin,Mirdoroghi,Iran,0001-01-01,Defender,
IPL2014,Perspolis TEH,Mohamad,Abbaszadeh,Iran,0001-01-01,Forward,33
IPL2014,Perspolis TEH,Mohamad,Noori,Iran,0001-01-01,Midfield,14
IPL2014,Perspolis TEH,Mohamad Reza,Khanzadeh,Iran,0001-01-01,Defender,3
IPL2014,Perspolis TEH,Mohsen,Bengar,Iran,0001-01-01,Defender,6
